# id ra dec s L A b x y a flux x_0 y_0
0.000000000000000000e+00 7.268793104068315358e+01 1.209025083931006961e+01 2.034383384813645002e+00 1.465378955518402506e+02 8.961331290347695244e+01 1.894783011349074116e+02 7.621221399509319099e+02 4.271938253635681235e+02 -5.480000000000000426e+00 7.739573383894567378e+05 3.571790584876567323e+02 3.948494301247012572e+02
1.000000000000000000e+00 7.271075651698967590e+01 1.209238419295204814e+01 7.940120571110661274e+00 1.697413295795391264e+02 8.994779886034503136e+01 1.922284350977393785e+02 1.202976718056841037e+03 4.326806423679450972e+02 -5.480000000000000426e+00 3.683535154183907434e+05 7.960847757365576172e+02 3.572993449456016606e+02
2.000000000000000000e+00 7.271998224271038680e+01 1.209420089862279291e+01 2.150119191737635216e+00 1.467805204424642795e+02 8.956854870783092792e+01 1.898343513028312373e+02 1.382439278323784265e+03 4.158710536735389951e+02 -5.480000000000000426e+00 5.493540951521852985e+05 9.735808606458905388e+02 3.235803910000008727e+02
3.000000000000000000e+00 7.273525513076683069e+01 1.209843715430462829e+01 9.708949872134679637e+00 1.732601857432254917e+02 9.005449024361269039e+01 1.925720991777077415e+02 1.682949649512581118e+03 3.638393440991044940e+02 -5.480000000000000426e+00 4.232992886803904548e+05 1.267540466582599720e+03 2.438890781539668069e+02
4.000000000000000000e+00 7.275387523732170791e+01 1.208317328571352078e+01 2.088828394437342251e+00 1.463180907816878289e+02 8.949032922924601507e+01 1.891228070737105895e+02 2.009075312891124440e+03 6.964851432202826800e+02 -5.480000000000000426e+00 5.141182827754386817e+05 1.623826820882062066e+03 5.433550683522282725e+02
5.000000000000000000e+00 7.276854739499951563e+01 1.208180989861341992e+01 1.041254814128100747e+01 1.777607560767312691e+02 9.013611568563052856e+01 1.931117701718321200e+02 2.287036445482430281e+03 7.517386526317893640e+02 -5.480000000000000426e+00 4.671454586272197776e+05 1.905674655572560823e+03 5.722521541089779475e+02
6.000000000000000000e+00 7.271047726584653503e+01 1.206972772389282156e+01 2.276066538715896925e+00 1.470152627175120870e+02 8.937371432738787291e+01 1.886066267868688726e+02 1.153675393968650042e+03 8.693871922666554610e+02 -5.480000000000000426e+00 4.425335267634147312e+05 7.883377764198005480e+02 7.971557771776472237e+02
7.000000000000000000e+00 7.267794629706473586e+01 1.206721193570358963e+01 1.041132799818218047e+01 1.804195086682601357e+02 8.987398055667290464e+01 1.939700553572241120e+02 5.259929233657263694e+02 8.525593214153683448e+02 -5.480000000000000426e+00 4.790078832739773206e+05 1.628085203007416624e+02 8.404753559818427675e+02
8.000000000000000000e+00 7.274135087548603451e+01 1.207413358940103265e+01 4.692533709543249998e+00 1.548620974200808291e+02 9.015308715804988537e+01 1.911213094676605522e+02 1.751859013791099642e+03 8.457097971260694749e+02 -5.480000000000000426e+00 2.011943183682344388e+05 1.382189127749988984e+03 7.167890816307394743e+02
9.000000000000000000e+00 7.273964717948483383e+01 1.205802755192572739e+01 1.921161809261671349e+00 1.462922379017229559e+02 8.939333091231206652e+01 1.883679960991972564e+02 1.687595540945948869e+03 1.154131173044507705e+03 -5.480000000000000426e+00 1.089802809551954037e+06 1.347785538341942356e+03 1.029222063387357139e+03
