# id ra dec s L A b x y a flux x_0 y_0
0.000000000000000000e+00 1.982231709743171280e+02 5.771768181468228676e+01 2.019991016102065995e+00 2.987521459901570324e+02 9.092378774487019655e+01 6.558054733168000894e+01 6.611412048878436281e+02 6.514553995375862314e+02 8.665999999999999659e+01 1.647421583451225306e+05 1.493006527926290801e+03 5.745875250079830039e+02
1.000000000000000000e+00 1.981917086660602649e+02 5.771742670457614111e+01 4.029727704392063181e+00 2.946037585532539538e+02 9.001637564041831752e+01 6.327525236884572735e+01 6.510844925209846679e+02 9.743466011221029248e+02 8.665999999999999659e+01 1.194302164993148763e+05 1.169546830624809900e+03 5.835282808127286671e+02
2.000000000000000000e+00 1.982236858560655435e+02 5.771642069170678724e+01 3.412885144476989652e+00 3.023410687585900405e+02 9.090158873867419231e+01 6.554188730541662267e+01 6.858549798955605183e+02 6.470577363727273905e+02 8.665999999999999659e+01 1.429613073957386659e+05 1.498608442709681412e+03 5.987998698011184615e+02
3.000000000000000000e+00 1.982350954182333567e+02 5.770717651884697830e+01 5.393134241246539951e+00 3.005629582594436897e+02 8.999145825587174841e+01 6.331593723820662234e+01 8.682427050997241622e+02 5.384663920837241449e+02 8.665999999999999659e+01 1.708166497102222638e+05 1.618218268142857369e+03 7.752720070793764080e+02
4.000000000000000000e+00 1.982461857969147729e+02 5.768867034258207838e+01 1.657432487548821776e+00 2.976073944207934119e+02 9.092064895196662633e+01 6.559420167548994129e+01 1.229452102879880840e+03 4.402478076658493933e+02 8.665999999999999659e+01 3.037918572015714017e+05 1.736921450121262978e+03 1.130080537926554371e+03
5.000000000000000000e+00 1.982095796705783641e+02 5.768494189870627764e+01 4.063155790317098059e+00 2.947320546345274579e+02 9.000378122342976894e+01 6.327595098101032534e+01 1.284014763994108080e+03 8.201325806221004768e+02 8.665999999999999659e+01 1.040705187598915654e+05 1.361102644442961719e+03 1.206665444566314591e+03
6.000000000000000000e+00 1.982369873674762175e+02 5.767018418907949240e+01 1.535454810715246809e+00 2.972347803586748682e+02 9.086659621511596185e+01 6.465280107605671844e+01 1.581466337505637284e+03 5.503196087665666028e+02 8.665999999999999659e+01 1.052448867493294552e+07 1.646837909219084850e+03 1.487205952009295061e+03
7.000000000000000000e+00 1.982234457387682767e+02 5.765531342297578732e+01 4.054140044521914454e+00 2.945390052471454396e+02 8.998767731403260939e+01 6.340599448827606466e+01 1.861012300058504252e+03 7.030536551297279857e+02 8.665999999999999659e+01 1.023168649253059993e+05 1.511035302258519323e+03 1.775283339778697837e+03
8.000000000000000000e+00 1.982490475822555425e+02 5.764899652778095174e+01 2.097290833854132064e+00 2.999916853933331709e+02 9.087708762277593166e+01 6.560821328776172834e+01 1.994349313524728132e+03 4.450646559218866400e+02 8.665999999999999659e+01 1.608037200374162057e+05 1.776331129456200642e+03 1.893502861792959266e+03
9.000000000000000000e+00 1.981548729799971511e+02 5.763999815189318809e+01 1.751286302208509671e+00 2.975617369890276791e+02 8.989248523835473748e+01 6.334351561212073989e+01 2.122356033430605748e+03 1.422896507461181727e+03 8.665999999999999659e+01 3.477175266086077318e+05 8.081405338678448516e+02 2.078738273399058471e+03
1.000000000000000000e+01 1.981775943876376402e+02 5.763377804534047044e+01 4.367734379220343577e+00 3.043369654343237016e+02 9.090814827471565707e+01 6.584491773942308157e+01 2.253124784736823585e+03 1.193670704491660899e+03 8.665999999999999659e+01 1.643736175769076217e+05 1.043715552891557536e+03 2.195718015316203946e+03
1.100000000000000000e+01 1.981789866010998935e+02 5.756549311657872181e+01 1.617490425610680127e+00 2.975681875365472706e+02 8.975239580573484943e+01 6.314609929392397447e+01 3.567203079096736928e+03 1.241733741446152635e+03 8.665999999999999659e+01 1.911727768074976979e+06 1.073849532846292732e+03 3.510181193045389591e+03
1.200000000000000000e+01 1.981930295872907095e+02 5.755095317150912138e+01 2.059196579554334328e+00 2.993064899124880753e+02 9.087871422363352281e+01 6.624648462560065809e+01 3.853200507632303925e+03 1.108373175974669948e+03 8.665999999999999659e+01 1.788448114174051443e+05 1.222275185286822307e+03 3.788349142636906890e+03
